"job_title","company","location","salary","job_detail","company_size","category","company_logo_url","job_url"
"Crew Outlet (Waiter, Greeter, Kasir)","Jakarta FnB","Jakarta Utara","Rp 3.500.000 Rp 5.000.000 per month","Anda BERPENAMPILAN RAPI & MENARIK?Pribadi yang JUJUR & TELITI?Ingin memiliki PENGHASILAN HINGGA 50 JUTA/TAHUN? Kami adalah perusahaan F&B dengan SPESIALISASI RESTORAN CHINESE FOOD dan memiliki beberapa grup restoran (A Hwa, Da Ge Big Brother, Pesta Rasa Nusantara) yang sudah beroperasi di berbagai TEMPAT STRATEGIS di JAKARTA, dan mempunyai visi misi membuka cabang di KOTA-KOTA BESAR DI SELURUH INDONESIA. BERGABUNGLAH BERSAMA KAMI MENJADI CREW OUTLET DI DA GE GROUP!!Hanya jika Anda:Mampu berkomunikasi dan bertutur kata dengan baikBerpenampilan rapi dan memiliki percaya diri yang tinggi Kualifikasi:Pengalaman sebagai Waiter/s, Kasir minimal 2 tahunMampu mengoperasikan mesin EDC dan sistem kasirFresh graduate dipersilahkan melamarBersedia bekerja di RESTORAN NON-HALALMemiliki skill komunikasi, komitmen kerja dan inisiatif yang tinggi Bersedia ditempatkan di seluruh Outlet A Hwa, Da Ge Big Brother, Pesta Rasa NusantaraBisa berbahasa Mandarin menjadi nilai plusSeluruh proses rekrutmen Jakarta FnB Indonesia GRATIS Perbaharui PROFIL Anda serta lampirkan CV/Resume terbaru Mungkin Anda Orang Yang Kami Cari! DAFTAR SEKARANG! Sebelum tanggal 5 Mei 2026","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/e27915c8-5b8b-433b-86e0-50fb1eb3ce63.1/jdpLogo","https://id.jobstreet.com/id/job/91487004?type=standard&ref=search-standalone&origin=jobCard#sol=afb4d424819381f6299c8819978763eb771bf7eb"
"Waiter Rumah Sakit","PT Gobel Dharma Sarana Karya","Jakarta Utara","Rp 3.000.000 Rp 4.000.000 per month","Kualifikasi :Pendidikan Minimal SMA/K Segala Jurusan (Bidang Tata Boga / Perhotelan lebih disukai)Pengalaman sebagai pelayan Min. 1 Tahun sebagai Waiter/ss di Rumah Sakit, Hotel Atau CateringMemiliki Kemampuan Komunikasi Yang Baik,Jujur & Bertanggung JawabBerpenampilan Baik & Dapat Bekerja Sama Dalam Team Dengan BaikBersedia Mengikuti Jadwal ShiftingBersedia Di Tempatkan Di Seluruh Area JaBoDeTaBekDiutamakan Dapat Bergabung Segera","1,001-5,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/72c1050c-8d88-47f3-986a-be59d33dfe09.1/jdpLogo","https://id.jobstreet.com/id/job/91473200?type=standard&ref=search-standalone&origin=jobCard#sol=3ac6a6c9e53497fa99b5a9ccadd6b5c3ed4a1331"
"Kitchen Crew (Cook Japanese, Meat Slicer, Cook Helper, Barista Moctail)","PT Nafeeza Radhya Bogatama","Jakarta Raya","","KUALIFIKASI :Sehat jasmani dan rohaniPendidikan min. SMA/SMK atau sederajatMemahami basic food preparation (cutting, cooking, plating)menguasai basic bahan-bahan masakan Jepang dan pengolahannyaMengerti standar kebersihan dapur & food safety (hygiene, sanitasi)Paham FIFO, FEFO dan stock managementMampu bekerja cepat dan rapiBisa mengikuti SOP & instruksi kerja dengan baikTerbiasa bekerja dalam timDisiplin & tepat waktuCekatan dan tahan tekanan (terutama saat peak hours)Teliti dan bertanggung jawabMemiliki kemauan belajar yang tinggiBersedai kerja shift, di weekend dan hari libur nasional","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/f260eca7-749a-4a5b-a84e-724f27b51b78.1/jdpLogo","https://id.jobstreet.com/id/job/91845452?type=standard&ref=search-standalone&origin=jobCard#sol=5b97c4a881c8b21ebe4b41f7f5a668d5cb689f54"
"Barista Matchaman","PT Puyo Indonesia Kreasi","Jakarta Selatan","","Gambaran Umum Pekerjaan akan bergabung dengan tim kami sebagai Barista Matcha untuk Brand Matchaman part of Puyo Group, perusahaan yang berfokus pada industri FnB. Dalam peran ini, Anda akan mengambil bagian penting dalam menciptakan pengalaman menikmati minuman yang luar biasa bagi pelanggan kami melalui penyajian minuman matcha premium dengan keterampilan barista yang ahli.Tanggung Jawab UtamaMenyiapkan dan menyajikan minuman matcha dan minuman lainnya dengan kualitas yang konsisten dan tampilan yang menarikMemastikan bahwa semua standar kebersihan dan keamanan diterapkan di area kerjaMemberikan pengalaman pelayanan pelanggan yang luar biasa dengan kepribadian yang ramah dan cekatanMembantu dalam tugas-tugas dapur terkait pembuatan minuman dan makanan ringanKeterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanPendidikan minimal SMA/SMKMemiliki pengalaman minimal 1 tahun sebagai baristaTerampil dalam membuat minuman matcha dan minuman kopi premium dengan tampilan yang menarikMemiliki pengetahuan yang mendalam tentang bahan-bahan, teknik penyeduhan, dan presentasi minuman matchaMemiliki kemampuan komunikasi yang baik dan berorientasi pada pelayanan pelanggan yang primaRamah dan mampu bekerja dalam timPerhatian yang tinggi terhadap detail dan standar kebersihanPenempatan Jakarta Selatan","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/9ffe69a6-a9c2-4390-a9a5-e1ec5dfaa674.1/jdpLogo","https://id.jobstreet.com/id/job/91830721?type=standard&ref=search-standalone&origin=jobCard#sol=3a070efc8c2b2be28e279f5a5fa6c216c65dc97c"
"KITCHEN/ FLOOR STAFF","Chimney's","Jakarta Utara","Rp 3.000.000 Rp 4.500.000 per month","Posisi yang tersedia:SHIFT MANAGERCOOKSTEWARDBUTCHERWAITERBARISTADeskripsi pekerjaan:Mengurusi bagian dapur dari semua hal yang berkaitan dengan menu yang akan di sajikanMembuat hidangan untuk pelangganBisa mengikuti SOP pemasakan/ serviceBisa mengikuti SOP pembersihan (sanitasi) dan mempertahankan kebersihan tempat kerja sesuai standar kamiBisa bantu dengan maintenance peralatan dapurKualifikasi:Pendidikan minimal SMK/D3 di bidang Tata Boga/PerhotelanMemiliki pengalaman kerja di bidang yang relevan selama 1 TahunBerpenampilan rapih, bersih, komunikatif & memiliki interpersonal skill yang baikMemiliki passion di bidang FnBMemiliki komunikasi dan kejujuran yang tinggiBisa bekerja secara mandiri maupun tim dengan baikBersedia ditempatkan di wilayah Pantai indah kapukPulang-pergi, tidak ada penginapan di mess (domisili dekat PIK diutamakan)","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/99b565de-246c-4ec0-ab00-03fb86179551.1/jdpLogo","https://id.jobstreet.com/id/job/91814609?type=standard&ref=search-standalone&origin=jobCard#sol=47bd135ae6e1c17f9ac8f0db2fba9d8d14adb162"
"F&B Attendant","PT MUSTARI INDONESIA HIRING","Jakarta Raya","Rp 7.000.000 Rp 8.000.000 per month","Are you looking to grow your career in the F&B industry? We have exciting opportunities available for you! Mustari Hiring Indonesia is hiring experienced F&B Attendants for a high-standard hotel environment.For those who enjoy great service, notice the little details, and know how to make guests feel welcome, this is a role worth looking at.What you ll doDeliver warm, professional, and personalized service in line with 5-star hospitality standardsPresent menus confidently, provide clear explanations of dishes and beverages, and take orders accuratelyProactively anticipate guest needs and respond efficiently to any requests or concernsCoordinate effectively with F&B and kitchen teams to ensure smooth service flowMaintain cleanliness, table setup, and overall presentation throughout the dining experienceRequirementsMinimum 1.5 years of experience in a 5-star hotel, luxury hotel, or fine dining restaurantFluent in English, both spoken and writtenStrong communication and guest handling skillsAble to stay calm and focused during busy service periodsWilling to work shifts, including weekends and public holidaysGood understanding of hospitality standards and etiquetteWhat s offeredCompetitive salaryCareer growth opportunityTraining and development supportStaff accommodation with quality facilitiesProfessional working environmentIf you feel ready for a better next step in hospitality, this could be your moment.Apply now!","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/ea6380fa-5a6e-4f0f-a923-90011301dfc2.1/jdpLogo","https://id.jobstreet.com/id/job/91451288?type=standard&ref=search-standalone&origin=jobCard#sol=ba11434263783a2c10383ef3d2ab5058bb7fc879"
"CHEF DE PARTIE ( CDP ) - RESTAURANT SEAFOOD","PT TRI BOGA INVESTAMA","Jakarta Raya","Rp 6.000.000 Rp 6.500.000 per month","PT. Tri Boga Investama adalah perusahaan yang memiliki beberapa brand di antaranya : Gudeg Mercon Bu Prih (IDD PIK 2, SCBD, MKG 3, SMB dan Gading Serpong ), Republik Seafood Papua (PIK 2) Dan Gading Serpong ( Coming Soon ) , dan Semuran (GADING SERPONG). Tri Boga Investama Group berkolaborasi dengan salah satu youtuber terkenal (food vloger) Nex Carlos bersama UMKM daerah yang di bawa dan dikembangkan di Jakarta.Republik Seafood adalah kolaborasi UMKM yang berasal dari Papua dengan salah satu Youtuber (Food Vloger) terkenal Nex Carlos. Kualifikasi :Bersedia ditempatkan di PIK Dan Gading SerpongPendidikan minimal SMK/ Sederajat Perhotelan/tata bogaBerusia maksimal 38 tahunMemiliki pengalaman dibidang fnb ( seafood dan chinese food lebih diutamakan )Minimal 3 thn sbg CDPBersedia bekerja dengan sistem shift termasuk hari liburMemiliki inisiatif dan mau belajar hal baruMemiliki passion dibidang Fnb ( khususnya chinese / seafood ) Tugas & Tanggung JawabMelaksanakan kontrol ketepatan jumlah pengorderan barang dan Personal or Kitchen Hygiene di tiap sectionMelakukan pengawasan dan meminimalkan waste barangMelaksanakan kontrol dan pengecekan standar penerimaan kualitas bahan bakuMembantu pelaksanaan training dan peningkatan kemampuan/performa/kinerja individu staf kitchen.Melakukan kontrol inventori harian, mingguan, dan bulananMelakukan kontrol penggunaan bahan di outletMelakukan pengaturan jadwal kerja & disiplin staf kitchenBertanggung jawab terhadap perawatan asset di section kitchenMelaporkan kepada atasan apabila ada kerusakan yang terjadi di area kitchenMembantu section lain jika dibutuhkan Benefits:THRBPJS Ketenagakerjaan","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/3b44656b-dc39-4c23-9b8d-97673413cff3.2/jdpLogo","https://id.jobstreet.com/id/job/91746538?type=standard&ref=search-standalone&origin=jobCard#sol=aa73f222d50c5073897c0a4145a348fb12a2d9b5"
"Store Crew (F&B Industry)","SEALINK TALENTA UTAMA","Jakarta Raya","Rp 5.000.000 Rp 6.000.000 per month","We are currently assisting our client, a rapidly growing fast food company, in hiring a Store Crew to support their expansion across multiple locations in Jakarta. Job Description:Menjalankan operasional harian restoran (kitchen, serving, dan cashier).Menyiapkan dan menyajikan makanan sesuai standar perusahaan.Memberikan pelayanan yang ramah dan cepat kepada pelanggan.Mengoperasikan mesin kasir dan menangani transaksi dengan akurat.Menjaga kebersihan area kerja dan memastikan standar hygiene terpenuhi.Bekerja sama dengan tim untuk memastikan operasional berjalan lancar. Requirements:Pendidikan minimal SMA/SMK atau sederajat.Memiliki pengalaman di bidang fast food / F&B menjadi nilai tambah.Bersedia bekerja shift, termasuk weekend dan hari libur.Berpenampilan rapi, komunikatif, dan memiliki attitude yang baik.Mampu bekerja dalam tim dan di lingkungan yang cepat (fast-paced).Jujur, disiplin, dan bertanggung jawab.","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/da38763c-f3e4-4169-a5a3-64eb99964ba1.1/jdpLogo","https://id.jobstreet.com/id/job/91776738?type=standard&ref=search-standalone&origin=jobCard#sol=8ba110722f281d9590fc1e169d9f3be16e4e1640"
"Cook","Aman Kaya Melimpah","Jakarta Selatan","Rp 3.000.000 Rp 4.000.000 per month","PersyaratanPendidikan min SMK/ SederajatPengalaman min 3 TahunMemahami teknik memasak dan penyajian makananMemahami cara memilih, menyimpan, dan mengolah bahan baku dengan baik serta mengendalikan wasteMengetahui standar sanitasi makanan, prosedur kebersihan dan kualitas makananKemampuan mengembangkan resep dan menjaga konsistensi rasa serta tampilan hidanganBersedia bekerja dengan sistem shiftKemampuan bekerja di bawah tekanan dan mematuhi tenggat waktuKeterampilan komunikasi yang baik dan kemampuan bekerja dalam timBersedia ditempatkan di area Jakarta dan Bandung","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/ddd989a2-11cb-4994-8a6e-822ab2bc8732.2/jdpLogo","https://id.jobstreet.com/id/job/91525692?type=standard&ref=search-standalone&origin=jobCard#sol=dd29da4ab9195d3da781460db9fbd8aa699a6cb6"
"Barista & Dessert Bar TIGA INDERA By Kemayu","Kemayuandco","Jakarta Raya","Rp 2.800.000 Rp 4.000.000 per month","Kesempatan Menjadi Barista & Dessert Bar di TIGA INDERA By Kemayu Kami mencari Barista & Dessert Bar yang bersemangat, ramah, dan berdedikasi untuk bergabung dengan tim kami di TIGA INDERA By Kemayu, sebuah destinasi makanan dan minuman terkemuka di Jakarta. Sebagai Barista & Dessert Bar, Anda akan berperan penting dalam memberikan pengalaman menyenangkan dan tak terlupakan bagi para tamu kami.TIGA INDERA By Kemayu Dessert & Coffee adalah ruang yang menghadirkan keindahan dalam rasa dan suasana. Kami membuat gelato artisan, kopi hangat, dan dessert yang manis dan elegan, semuanya dirangkai dengan perhatian pada detail. Kami percaya suasana yang lembut, rapi, dan nyaman bisa tercipta dari orang-orang yang bekerja dengan hati.Jika kamu menyukai hal-hal estetik, suka melayani dengan kehangatan, dan peduli pada keindahan kecil, kamu mungkin cocok bersama kami.Tanggung Jawab Utama :1. Menyajikan gelato, kopi, dan mocktail dengan tampilan cantik dan rasa yang konsisten.2. Menyambut pelanggan dengan senyum dan keramahan alami.3. Menjaga area bar dan display tetap rapi, bersih, dan menyenangkan dilihat.4. Membantu pelanggan memilih rasa gelato dan menu minuman yang sesuai suasana hati mereka.5. Membantu tim outlet dalam persiapan harian, stok bahan, dan kebersihan area kerja.6. Menciptakan pengalaman pelanggan yang hangat dan berkesan setiap hari.Kualifikasi yang kami suka :1. Menyukai kopi, dessert, dan hal-hal estetik.2. Memiliki dasar kemampuan barista atau pengalaman di bidang F&B minimal 6 bulan.3. Teliti, rapi, dan memiliki kepekaan tinggi terhadap kebersihan dan detail visual.4. Ramah, komunikatif, dan punya kehadiran yang menenangkan.5. Senang bekerja dalam suasana harmonis dan tim kecil yang saling mendukung.6. Terbuka untuk belajar dan tumbuh bersama brand yang mengutamakan rasa dan keindahan.Yang Kamu Dapatkan1. Lingkungan kerja yang hangat, bersih, dan bernuansa lembut.2. Pelatihan barista dan penyajian gelato dengan sentuhan estetika Kemayu.3. Peluang berkembang di brand lifestyle yang sedang bertumbuh.4. Tim yang suportif dan menghargai kerja yang dilakukan dengan hati.Kami mencari seseorang yang mencintai keindahan kecil aroma kopi, warna lembut mocktail, dan rasa manis gelato yang bisa membuat hari seseorang lebih baik.Kalau kamu suka menghadirkan suasana hangat dan lembut di sekelilingmu, mungkin inilah tempatmu.Tentang TIGA INDERA By Kemayu TIGA INDERA By Kemayu adalah destinasi makanan dan minuman terkemuka di Jakarta yang menawarkan pengalaman kualitas premium. Kami berkomitmen untuk menyajikan produk berkualitas tinggi dan layanan yang luar biasa bagi pelanggan kami. Perusahaan kami memiliki budaya kerja yang dinamis, kolaboratif, dan berfokus pada pengembangan karyawan. Jika Anda tertarik untuk bergabung dengan tim kami, lamar sekarang!","11-50 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/3ea6868b-5a00-4482-9f68-edb609327ade.2/jdpLogo","https://id.jobstreet.com/id/job/91479189?type=standard&ref=search-standalone&origin=jobCard#sol=9d23d37d351640175b0c7b5a64606380f0085a14"
"Baker","PT Joe & Dough Boga Indonesia","Jakarta Raya","","Melaksanakan operasonal produksiMelaksanakan tugas dan tanggung jawab sesuai dengan standart SOP yang telah di tetapkan Perusahaan Persyaratan:Pendidikan Minimal SMU / SederajatMinimal 2 tahun pengalaman sebagai Baker di toko roti/bakeryBisa membuat adonan di table dan membuat produk DanishBersih dan self hygiene yang baikPaham mengenai hygiene di tempat kerja dan konsistensi produk yang dibuatKomitmen yang tinggi, dapat bekerja dengan cepat dan sifat positif dalam bekerjaDapat bekerja dengan Team","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/19147d28-d1c6-400f-9a41-38abbd3a0db0.1/jdpLogo","https://id.jobstreet.com/id/job/91730287?type=standard&ref=search-standalone&origin=jobCard#sol=372f216e8f78239e99e15c163300acedb4c716ce"
"Waiter/Waitress The Coach Restaurant","Kanmo Group","Jakarta Raya","Rp 5.000.000 Rp 5.800.000 per month","We are looking for a friendly and motivated individual to join our front-of-house (FOH) team as a waiter/cashier at our restaurant, The Coach Restaurant, Jakarta. As a FOH team member, you'll be responsible for ensuring that all guests have a positive and memorable dining experience. You will be welcoming patrons, taking orders, and serving food and beverages with prompt and friendly service. You will also be responsible for processing transactions accurately and efficiently. We are seeking someone who is a proactive communicator and can ensure that all guests are attended to and their needs are met. If you have the experience, skills, and enthusiasm, we would love to have you on our team! Note: This description is intended to provide a summary of the key requirements of the position and may not include all duties and responsibilities Key Responsibilities:As a FOH.Waiters/Cashier, here are some of the key responsibilities you would expect to undertake in this role:Greet and serve guests promptly and with a sincere smile to create a welcoming atmosphere.Take customer orders and inform the kitchen staff of any special dietary or allergy information.Communicate with the kitchen and bar staff to ensure efficient service and customer satisfaction.Present the check to the customer, accept payment, and process transactions through the provided point-of-sale (POS) system.Collaborate with the rest of the FOH team to ensure exceptional service standards are consistently maintained These are just some of the key responsibilities, but there are many more within this role that you may come to expect and handle confidently with experience!. Qualifications:We are looking for an experienced, motivated FOH.Waiters/Cashier staff to join our friendly team at The Coach Restaurant, Jakarta! The candidate would excel at providing customers with attentive, commendable, and personalized service while ensuring a clean and safe environment and having 1-3 years of experience in a similar role.Having knowledge in restaurant operations, food and beverage preparations, and handling POS systems is an asset to succeed at this role.","1,001-5,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/38125416-9e0e-41df-9e2f-ac0d133c4715.1/jdpLogo","https://id.jobstreet.com/id/job/91258664?type=standard&ref=search-standalone&origin=jobCard#sol=34bebd63bb3dd907144475e3f0390cd1ec08e74f"
"Crew Outlet (Barista, Cashier, Server, Runner)","Don Bakeshop","Jakarta Raya","","Deliver excellent customer service while ensuring a positive guest experience at all timesPrepare and serve products in accordance with company quality and presentation standardsMaintain cleanliness, organization, and hygiene within the outlet and workstation areasManage daily stock levels, ensuring adequate supply and proper storage of ingredientsOperate the POS system accurately and handle transactions responsiblyCollaborate effectively with team members to achieve outlet performance and service goals","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/c3c3d64c-95ac-4bbc-9a54-5659f9368544.2/jdpLogo","https://id.jobstreet.com/id/job/91656311?type=standard&ref=search-standalone&origin=jobCard#sol=1150fd558a24d0abc73d715859bce4e3ac25c38b"
"BARISTA","Toko Kopi Klasik","Tebet","Rp 2.000.000 Rp 3.000.000 per month","Tanggung Jawab1. Memahami menu kopi dan minuman lainnya yang ditawarkan, termasuk bahan-bahan yang digunakan dan metode penyajiannya.2. Memilih biji kopi yang berkualitas dan menggiling kopi sesuai kebutuhan.3. Mempersiapkan berbagai jenis minuman kopi, seperti espresso, cappuccino, latte, dan lain-lain, sesuai dengan pesanan pelanggan.4. Menjaga kebersihan dan kerapihan area kerja, termasuk mesin kopi, peralatan, dan tempat penyimpanan bahan.5. Menerima pesanan pelanggan dengan ramah, memberikan rekomendasi, dan menjawab pertanyaan tentang menu.6. Mengoperasikan mesin kopi, penggiling kopi, dan peralatan kafe lainnya dengan baik dan aman.7. Mengelola stok bahan kopi, susu, sirup, dan bahan lainnya, serta melakukan inventarisasi dan pemesanan ulang sesuai kebutuhan.Kualifikasi1. Pendidikan minimal SMK/SMA sederajat.2. Memiliki pengetahuan tentang kopi, jenis biji kopi dan metode penyajian yang berbeda.3. Memiliki keterampilan dalam membuat minuman kopi, termasuk teknik penggilingan, ekstraksi espresso, dan latte art (jika diperlukan).4. Kemampuan komunikasi yang baik untuk berinteraksi dengan pelanggan dengan sopan dan ramah.5. Penampilan yang rapi dan bersih.6. Pemahaman dasar tentang prinsip kebersihan dan sanitasi makanan.","","Kuliner/FnB/Barista","","https://id.jobstreet.com/id/job/91483427?type=standard&ref=search-standalone&origin=jobCard#sol=63bef0b5805ab5dd15bc5b6845a4eef45117afa8"
"Butcher","PT Duotama Unggul Bersama","Penjaringan","Rp 6.000.000 Rp 8.000.000 per month","POSISI:BUTCHER Beef, Wagyu & black Angus TUGAS ;mengklasifikasi semua jenis sapiefisiensi slice / cuttinghitung biayalaporan","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/24e0458a-2277-43c8-a976-1af4283d66a6.1/jdpLogo","https://id.jobstreet.com/id/job/91557354?type=standard&ref=search-standalone&origin=jobCard#sol=b8ae517609c111cfde2f4acee5439183ccfebb92"
"Barista (Cafe)","Indonesia Premium Goods (Elvicto,Onix & All Perfect)","Jakarta Timur","","Deskripsi Kerja:Menyiapkan dan menyajikan minuman sesuai standar.Menjaga kualitas rasa dan kebersihan area bar.Memberikan pelayanan yang ramah kepada pelanggan.Mengelola stok bahan baku dan peralatan.Mendukung pengalaman pelanggan di area lounge.Kualifikasi:Minimal SMA/SMK.Pengalaman sebagai barista menjadi nilai tambah.Memahami dasar pembuatan kopi/minuman.Ramah, komunikatif, dan service-oriented.Berpenampilan rapi dan bersih.","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/30915b8f-eac8-441a-964c-a600c2c057e7.1/jdpLogo","https://id.jobstreet.com/id/job/91731471?type=standard&ref=search-standalone&origin=jobCard#sol=0998d8ed01c1784c26c4a2599f58dc65c1164d8f"
"Cook","PT. Rantai Mulia Kencana","Jakarta Barat","","Deskripsi Pekerjaan- Serasan Coffee Community mencari Cook yang berdedikasi untuk mendukung operasional dapur sehari-hari. Posisi ini berperan penting dalam memastikan setiap hidangan disiapkan dengan konsisten, rapi, dan sesuai standar yang telah ditetapkan oleh Head Chef. Tanggung Jawab- Menyiapkan bahan makanan (prep) sesuai kebutuhan operasional harian.- Memasak dan menyajikan menu sesuai resep dan standar yang ditentukan.- Menjaga konsistensi rasa, kualitas, dan presentasi makanan.- Memastikan kebersihan area kerja dan peralatan dapur setiap saat.- Mengikuti SOP dapur, termasuk standar hygiene dan food safety.- Membantu pengelolaan stok bahan baku dan melaporkan kebutuhan restock.- Bekerja sama dengan tim dapur untuk memastikan service berjalan lancar.- Mendukung Head Chef dalam pengembangan menu (jika diperlukan). Kualifikasi- Pengalaman sebagai Cook/Line Cook di restoran atau kafe (pengalaman Asian/Indonesian cuisine menjadi nilai plus).- Memahami teknik dasar memasak, terutama masakan Asian dan Indonesia.- Mampu bekerja cepat, rapi, dan di bawah tekanan.- Disiplin, bertanggung jawab, dan memiliki attitude kerja yang baik.- Mengerti standar kebersihan dan keamanan pangan.- Mampu bekerja dalam tim dan mengikuti arahan dengan baik.","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/d06b8f23-12f7-4dc1-be9d-3875d11849b0.1/jdpLogo","https://id.jobstreet.com/id/job/91590252?type=standard&ref=search-standalone&origin=jobCard#sol=3b70220f3f07fa0c035967ad2acb05889aa941fe"
"Hot Kitchen/Senior Cook","Chicory Patisserie","Jakarta Pusat","","Tanggung Jawab Pekerjaan:Menyiapkan makanan dalam waktu yang ditetapkanMemastikan semua makanan dimasak dengan baik ,higienis dan disajikan dengan cara yang baik ,tepat dan benar dan mengikuti SOP.Melakukan persiapan dan memastikan ketersediaan stock secara proporsional serta penyimpanannyaMenjaga kebersihan,kerapihan,Kerjasama dan komunikasi dengan teamMelatih Staf baruMenjaga peralatan, perlengkapan tetap aman dan area kerja selalu bersih agar nyaman dan sesuai standarMenunjukkan rasa memiliki dan memberikan pelayanan yang terbaik Persyaratan Pekerjaan: Kandidat adalah lulusan (S1, D3,) Pariwisata/Perhotelanpengalaman di bidang terkait minimal 3 tahunKemampuan mengatur dan membagi waktu serta komunikasi yang baikMemiliki kemampuan bekerja di bawah tekananMemiliki kemampuan memasak secara konsisten, bahkan saat keadaan dapur sibukDapat bekerja dalam pengaturan waktu, akhir pekan dan atau libur lainnyaHadir tepat waktu","11-50 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/7eae0d35-33dc-4653-99c7-b40be958e0fc.1/jdpLogo","https://id.jobstreet.com/id/job/91871232?type=standard&ref=search-standalone&origin=jobCard#sol=4ceeb380cdfa6bc0110d6a531ebac2062f5d1b66"
"Kitchen Crew (Cook Japanese, Meat Slicer, Cook Helper, Barista Moctail)","PT Nafeeza Radhya Bogatama","Jakarta Raya","","KUALIFIKASI :Sehat jasmani dan rohaniPendidikan min. SMA/SMK atau sederajatMemahami basic food preparation (cutting, cooking, plating)menguasai basic bahan-bahan masakan Jepang dan pengolahannyaMengerti standar kebersihan dapur & food safety (hygiene, sanitasi)Paham FIFO, FEFO dan stock managementMampu bekerja cepat dan rapiBisa mengikuti SOP & instruksi kerja dengan baikTerbiasa bekerja dalam timDisiplin & tepat waktuCekatan dan tahan tekanan (terutama saat peak hours)Teliti dan bertanggung jawabMemiliki kemauan belajar yang tinggiBersedai kerja shift, di weekend dan hari libur nasional","101-1,000 employees","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/f260eca7-749a-4a5b-a84e-724f27b51b78.1/jdpLogo","https://id.jobstreet.com/id/job/91845452?type=standard&ref=search-standalone&origin=jobCard#sol=b1cf52a4ff715488c4e2974df1f35b9bfdb38334"
"Barista Mobile Outlet (+62 Coffee)","Path Finder Investment","Jakarta Raya","Rp 2.800.000 Rp 4.000.000 per month","Key Responsibilities Operasional HarianMelakukan persiapan bahan baku, mesin, dan perlengkapan sebelum operasional.Memastikan coffee truck +62 Coffee dalam kondisi bersih, rapi, dan siap jual.Melakukan pengecekan stok harian serta koordinasi kebutuhan restock.Membantu proses persiapan dan pembongkaran peralatan di setiap lokasi. Pembuatan & Kualitas ProdukMenyiapkan dan menyajikan minuman sesuai SOP dan standar resep +62 Coffee.Menjaga konsistensi rasa, kualitas, dan tampilan produk.Mengoperasikan mesin espresso, grinder, dan peralatan pendukung dengan baik.Menjaga standar kebersihan dan food safety. Customer ExperienceMemberikan pelayanan yang ramah, cepat, dan profesional.Menjelaskan menu dan memberikan rekomendasi kepada pelanggan.Melakukan transaksi pembayaran.Menangani pertanyaan atau keluhan pelanggan dengan sikap positif dan solutif. Mobile & Event SupportBersedia ditempatkan di berbagai lokasi (event, bazaar, perkantoran, area publik).Mendukung aktivitas promosi dan campaign +62 Coffee.Bekerja dalam sistem shift termasuk akhir pekan dan hari libur nasional. PERSYARATAN:1. Memiliki pengalaman 1 - 2 tahun sebagai Barista2. Memiliki kemampuan menyetir kendaraan Mobil Manual untuk Mobile Coffee Shop dan memiliki SIM A3. Memiliki kemampuan mengoperasikan mesin kopi (grinder, espresso machine) dan memastikan kebersihannya.4. Kepribadian ramah, komunikatif, dan profesional.5. Siap bekerja secara mobile/on-the-go6. Disiplin, tepat waktu, dan menjaga standar kebersihan","","Kuliner/FnB/Barista","https://bx-branding-gateway.cloud.seek.com.au/38926a88-8842-416e-b0cf-e874b8b64f66.1/jdpLogo","https://id.jobstreet.com/id/job/91537164?type=standard&ref=search-standalone&origin=jobCard#sol=be938702439aaec010ada48863262b03be198d6d"
